Target,Dataframe,Model,Accuracy CV,St. Dev. CV,Precision CV,Recall CV,F1-Score CV,Accuracy,Bal. Accuracy
Eritromicina,clusters,Stack,0.6478260869565217,0.0857479797097814,0.6671608406441187,0.6478260869565217,0.618797690867485,0.6071428571428571,0.6055555555555556
Tetraciclina,clusters,Stack,0.7213438735177865,0.08040345701104312,0.7292904197252023,0.7213438735177865,0.7186199307938438,0.7142857142857143,0.7291666666666667
Gentamicina,clusters,Stack,0.6221343873517786,0.04045160553992325,0.41449189808873604,0.6221343873517786,0.4972932616410877,0.6071428571428571,0.5
Clindamicina,clusters,Stack,0.8110671936758894,0.051786198648063164,0.8298116581075256,0.8110671936758894,0.8011275073979892,0.8928571428571429,0.6466666666666666
Enrofloxacin,clusters,Stack,0.6213438735177865,0.0852198112102971,0.44291740224030995,0.6213438735177865,0.5140040394044971,0.6428571428571429,0.47368421052631576
ANT(6)-Ia,clusters,Stack,0.8201581027667985,0.02573726576458451,0.700171962424927,0.8201581027667985,0.755157620746168,0.8928571428571429,0.5
ErmB,clusters,Stack,0.8466403162055336,0.0468775370094641,0.8457004170505314,0.8466403162055336,0.8327942064326503,0.9285714285714286,0.7307692307692308
lsaE,clusters,Stack,0.7478260869565219,0.045662011499295135,0.6445908834248756,0.7478260869565219,0.6766551060830237,0.8571428571428571,0.48
mefE,clusters,Stack,0.8288537549407116,0.017658741425840837,0.6873103782280617,0.8288537549407116,0.7513892752705054,0.9285714285714286,0.5
tetM,clusters,Stack,0.8470355731225296,0.02048483560450582,0.7178888906247559,0.8470355731225296,0.7770212043170686,0.6785714285714286,0.5
tetO,clusters,Stack,0.8652173913043478,0.03897642066599539,0.8730463015245624,0.8652173913043478,0.8468390557635409,0.9285714285714286,0.7307692307692308
mf3,clusters,Stack,0.684189723320158,0.032627255467966694,0.6411357119204132,0.684189723320158,0.6319508110248429,0.6428571428571429,0.5454545454545454
subspecies,clusters,Stack,0.8553359683794467,0.05383915746608567,0.8690126419474244,0.8553359683794467,0.8564866062145764,0.8928571428571429,0.8809523809523809
Eritromicina,animals,Stack,0.6486166007905139,0.09261503000542372,0.6754207429399246,0.6486166007905139,0.6409004588614783,0.5,0.43333333333333335
Tetraciclina,animals,Stack,0.7209486166007905,0.07710448411153381,0.7528029195868071,0.7209486166007905,0.7075009012128316,0.5357142857142857,0.59375
Gentamicina,animals,Stack,0.6395256916996047,0.05784271345431375,0.5352734036482002,0.6395256916996047,0.5650466622749232,0.4642857142857143,0.446524064171123
Clindamicina,animals,Stack,0.88300395256917,0.02140964832245191,0.8908855637116506,0.88300395256917,0.8794084279379699,0.8571428571428571,0.6266666666666667
Enrofloxacin,animals,Stack,0.6213438735177865,0.11054905657068761,0.5059486891352332,0.6213438735177865,0.525795250678467,0.5714285714285714,0.42105263157894735
ANT(6)-Ia,animals,Stack,0.8379446640316205,0.021174854128029826,0.7323517005421113,0.8379446640316205,0.7805688761574233,0.8928571428571429,0.5
ErmB,animals,Stack,0.88300395256917,0.09339612332002022,0.9192337330188993,0.88300395256917,0.8926257920823139,0.8928571428571429,0.7115384615384616
lsaE,animals,Stack,0.8387351778656127,0.0704245344615995,0.8652653867871258,0.8387351778656127,0.8408733332413872,0.8571428571428571,0.6266666666666667
mefE,animals,Stack,0.8826086956521738,0.023269859335233217,0.8902900201756037,0.8826086956521738,0.8729239943885254,0.8928571428571429,0.7115384615384616
tetM,animals,Stack,0.8470355731225296,0.02048483560450582,0.7178888906247559,0.8470355731225296,0.7770212043170686,0.6785714285714286,0.5
tetO,animals,Stack,0.8924901185770752,0.07235037240882371,0.9056891900370161,0.8924901185770752,0.8954095317609616,0.8928571428571429,0.7115384615384616
mf3,animals,Stack,0.7110671936758892,0.05694169424605362,0.5858050981801272,0.7110671936758892,0.633112310187409,0.6071428571428571,0.516042780748663
subspecies,animals,Stack,0.9011857707509883,0.06619815898989811,0.9227272727272726,0.9011857707509883,0.8985705981997543,0.8571428571428571,0.8809523809523809
Eritromicina,agg,Stack,0.675494071146245,0.12694086800949517,0.6871932415410676,0.675494071146245,0.6696710897797855,0.5714285714285714,0.5333333333333333
Tetraciclina,agg,Stack,0.7296442687747036,0.057691264159743696,0.751573305921132,0.7296442687747036,0.7235412413673281,0.6071428571428571,0.6354166666666667
Gentamicina,agg,Stack,0.7486166007905138,0.10290656351703427,0.7397449287599375,0.7486166007905138,0.7361245982633451,0.6071428571428571,0.6122994652406417
Clindamicina,agg,Stack,0.88300395256917,0.02140964832245191,0.8908855637116506,0.88300395256917,0.8794084279379699,0.8571428571428571,0.6266666666666667
Enrofloxacin,agg,Stack,0.6304347826086956,0.09323372572896774,0.518129563816108,0.6304347826086956,0.5359064613069189,0.5714285714285714,0.42105263157894735
ANT(6)-Ia,agg,Stack,0.8379446640316205,0.021174854128029826,0.7323517005421113,0.8379446640316205,0.7805688761574233,0.8571428571428571,0.48
ErmB,agg,Stack,0.9007905138339922,0.092800398434494,0.9285356672313194,0.9007905138339922,0.9081035510383335,0.8928571428571429,0.7115384615384616
lsaE,agg,Stack,0.8114624505928854,0.04022309638959228,0.8368238283455675,0.8114624505928854,0.8012238479579306,0.8571428571428571,0.6266666666666667
mefE,agg,Stack,0.8648221343873518,0.028845632079871814,0.8409775907009107,0.8648221343873518,0.841376226593618,0.7857142857142857,0.4230769230769231
tetM,agg,Stack,0.8470355731225296,0.02048483560450582,0.7178888906247559,0.8470355731225296,0.7770212043170686,0.6785714285714286,0.5
tetO,agg,Stack,0.883399209486166,0.06660987962985263,0.8950831294309556,0.883399209486166,0.8860431405763887,0.8928571428571429,0.7115384615384616
mf3,agg,Stack,0.7027667984189723,0.04559353213937729,0.6135268327123955,0.7027667984189723,0.6382316856392652,0.6071428571428571,0.516042780748663
subspecies,agg,Stack,0.9276679841897234,0.06183718357819589,0.9454018445322794,0.9276679841897234,0.9248853902562342,0.9642857142857143,0.9523809523809524
Eritromicina,clusters+agg,Stack,0.6213438735177866,0.08521981121029712,0.6460460653299528,0.6213438735177866,0.6152327245468175,0.5357142857142857,0.5722222222222222
Tetraciclina,clusters+agg,Stack,0.7118577075098813,0.06067418981023485,0.7326033266250657,0.7118577075098813,0.7047999929854822,0.7142857142857143,0.7395833333333333
Gentamicina,clusters+agg,Stack,0.7486166007905138,0.10290656351703427,0.7397449287599375,0.7486166007905138,0.7361245982633451,0.6071428571428571,0.6122994652406417
Clindamicina,clusters+agg,Stack,0.8739130434782609,0.017738186302226764,0.8810459915191373,0.8739130434782609,0.8694910725660691,0.8571428571428571,0.6266666666666667
Enrofloxacin,clusters+agg,Stack,0.6486166007905138,0.052843351672309545,0.5295549002147063,0.6486166007905138,0.5464409080913658,0.5714285714285714,0.42105263157894735
ANT(6)-Ia,clusters+agg,Stack,0.8209486166007907,0.07114185318021035,0.7451296134695344,0.8209486166007907,0.7740509346712952,0.8928571428571429,0.5
ErmB,clusters+agg,Stack,0.9007905138339922,0.092800398434494,0.9285356672313194,0.9007905138339922,0.9081035510383335,0.8928571428571429,0.7115384615384616
lsaE,clusters+agg,Stack,0.8387351778656127,0.0704245344615995,0.8586853002070394,0.8387351778656127,0.8389793938474478,0.8571428571428571,0.6266666666666667
mefE,clusters+agg,Stack,0.8288537549407116,0.017658741425840837,0.7170624443437642,0.8288537549407116,0.7677529116341417,0.9285714285714286,0.5
tetM,clusters+agg,Stack,0.8015810276679842,0.08470494982984218,0.7342165024069132,0.8015810276679842,0.7555688761574233,0.6785714285714286,0.5
tetO,clusters+agg,Stack,0.8924901185770752,0.07235037240882371,0.8993227304096869,0.8924901185770752,0.8935339989391373,0.8928571428571429,0.7115384615384616
mf3,clusters+agg,Stack,0.7474308300395258,0.08002756949688922,0.7464989053661822,0.7474308300395258,0.7027627081754029,0.6428571428571429,0.5614973262032086
subspecies,clusters+agg,Stack,0.9367588932806324,0.06177904809467018,0.9518664909969259,0.9367588932806324,0.9342292490118578,1.0,1.0
