Target,Dataframe,Model,Accuracy CV,St. Dev. CV,Precision CV,Recall CV,F1-Score CV,Accuracy,Bal. Accuracy
Eritromicina,animals,Stack,0.6669515669515669,0.03408579203746444,0.682744893994894,0.6669515669515669,0.6641937608460798,0.6176470588235294,0.6157894736842104
Tetraciclina,animals,Stack,0.6666666666666666,0.08661624656518449,0.6798813931166873,0.6666666666666666,0.663834329477508,0.7058823529411765,0.696969696969697
Gentamicina,animals,Stack,0.6284900284900284,0.03140888356142171,0.5345601386057226,0.6284900284900284,0.5649104778137036,0.7352941176470589,0.6958333333333333
Clindamicina,animals,Stack,0.8629629629629629,0.06338887286688719,0.8608879392212725,0.8629629629629629,0.8572433549356626,0.8529411764705882,0.8321428571428571
Enrofloxacin,animals,Stack,0.696866096866097,0.005582882604634041,0.4856535255395654,0.696866096866097,0.5723883202144073,0.5882352941176471,0.5
ANT(6)-Ia,animals,Stack,0.796011396011396,0.09171134439191786,0.7487616815242234,0.796011396011396,0.7634424742580771,0.7647058823529411,0.5873015873015872
ErmB,animals,Stack,0.8111111111111111,0.04558938715142334,0.7900399266611202,0.8111111111111111,0.7962532320763307,0.7647058823529411,0.7333333333333334
lsaE,animals,Stack,0.8629629629629629,0.040636009868206105,0.8666440966440966,0.8629629629629629,0.8607069533898801,0.8235294117647058,0.8088888888888889
mefE,animals,Stack,0.8264957264957264,0.04825171349593072,0.7361783483547388,0.8264957264957264,0.7771176948684546,0.8823529411764706,0.5
tetM,animals,Stack,0.8561253561253561,0.014471139714188359,0.7331600392853955,0.8561253561253561,0.7898289435432292,0.7352941176470589,0.5
tetO,animals,Stack,0.8182336182336183,0.07407736131211363,0.8230747852970076,0.8182336182336183,0.8111108484535956,0.6470588235294118,0.6117216117216118
mf3,animals,Stack,0.674074074074074,0.03175583998425702,0.5824676987568725,0.674074074074074,0.609292465310772,0.5882352941176471,0.45849802371541504
subspecies,animals,Stack,0.901994301994302,0.03735780447442965,0.9131170681170682,0.901994301994302,0.8987016020637121,0.8823529411764706,0.8787878787878788
Eritromicina,agg,Stack,0.6743589743589744,0.04930997637907676,0.6890895705601588,0.6743589743589744,0.6736895142172503,0.5588235294117647,0.5561403508771929
Tetraciclina,agg,Stack,0.6521367521367522,0.07702009287856956,0.6547261380594713,0.6521367521367522,0.6514661204196438,0.6470588235294118,0.6325757575757576
Gentamicina,agg,Stack,0.6666666666666666,0.055792467315003244,0.6614286298496825,0.6666666666666666,0.6552239926922839,0.8235294117647058,0.8458333333333333
Clindamicina,agg,Stack,0.8706552706552706,0.05303585432649195,0.870230263563597,0.8706552706552706,0.8637903445314328,0.7941176470588235,0.7607142857142857
Enrofloxacin,agg,Stack,0.6814814814814815,0.03343909003104548,0.49958574716409476,0.6814814814814815,0.573204171030258,0.5882352941176471,0.5
ANT(6)-Ia,agg,Stack,0.7737891737891738,0.0948782113278964,0.6971835803744636,0.7737891737891738,0.7317114164290244,0.7352941176470589,0.46296296296296297
ErmB,agg,Stack,0.8111111111111111,0.04558938715142334,0.7558979148268007,0.8111111111111111,0.7777890807631913,0.7647058823529411,0.6977777777777778
lsaE,agg,Stack,0.8706552706552706,0.040365454183969654,0.8731126281126281,0.8706552706552706,0.8673855461149845,0.7647058823529411,0.6977777777777778
mefE,agg,Stack,0.8487179487179487,0.022185666477415142,0.7393333552134493,0.8487179487179487,0.7888623757195184,0.8823529411764706,0.5
tetM,agg,Stack,0.8561253561253561,0.014471139714188359,0.7331600392853955,0.8561253561253561,0.7898289435432292,0.7352941176470589,0.5
tetO,agg,Stack,0.8182336182336183,0.07027630193722695,0.8251303235616962,0.8182336182336183,0.810832365810845,0.6470588235294118,0.5970695970695971
mf3,agg,Stack,0.7125356125356126,0.03503694390801873,0.6189490507382246,0.7125356125356126,0.6150366010426678,0.7058823529411765,0.5691699604743083
subspecies,agg,Stack,0.9245014245014245,0.03348032944825664,0.9330264180264181,0.9245014245014245,0.9228812415654521,0.8823529411764706,0.8787878787878788
Eritromicina,clusters+agg,Stack,0.6743589743589744,0.04930997637907676,0.6890895705601588,0.6743589743589744,0.6736895142172503,0.5588235294117647,0.5561403508771929
Tetraciclina,clusters+agg,Stack,0.6361823361823362,0.06567924852632724,0.6439154364154364,0.6361823361823362,0.6340173332137351,0.5882352941176471,0.5492424242424242
Gentamicina,clusters+agg,Stack,0.666951566951567,0.041875496357089724,0.6619323236867096,0.666951566951567,0.6569002549497907,0.8235294117647058,0.8458333333333333
Clindamicina,clusters+agg,Stack,0.8706552706552706,0.05303585432649195,0.870230263563597,0.8706552706552706,0.8637903445314328,0.7941176470588235,0.7607142857142857
Enrofloxacin,clusters+agg,Stack,0.696866096866097,0.005582882604634041,0.5273544857590442,0.696866096866097,0.5968649707780143,0.6470588235294118,0.5821428571428571
ANT(6)-Ia,clusters+agg,Stack,0.8111111111111111,0.03855744084493943,0.7033916932492431,0.8111111111111111,0.7498611373991313,0.8235294117647058,0.5714285714285714
ErmB,clusters+agg,Stack,0.8111111111111111,0.04558938715142334,0.7558979148268007,0.8111111111111111,0.7777890807631913,0.7647058823529411,0.6977777777777778
lsaE,clusters+agg,Stack,0.8706552706552706,0.040365454183969654,0.8731126281126281,0.8706552706552706,0.8673855461149845,0.7647058823529411,0.6977777777777778
mefE,clusters+agg,Stack,0.841025641025641,0.027718909057447953,0.7429563721073692,0.841025641025641,0.780167028513533,0.8823529411764706,0.5
tetM,clusters+agg,Stack,0.8561253561253561,0.014471139714188359,0.7331600392853955,0.8561253561253561,0.7898289435432292,0.7352941176470589,0.5
tetO,clusters+agg,Stack,0.8256410256410256,0.07146739405093568,0.8290712579601468,0.8256410256410256,0.81754542561988,0.6470588235294118,0.5970695970695971
mf3,clusters+agg,Stack,0.7273504273504272,0.027320734119058363,0.6657574243292068,0.7273504273504272,0.6420633536457737,0.6470588235294118,0.4782608695652174
subspecies,clusters+agg,Stack,0.9245014245014245,0.03348032944825664,0.9330264180264181,0.9245014245014245,0.9228812415654521,0.8235294117647058,0.8181818181818182
